id	type	language	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	occurrenceStatus	occurrenceRemarks	eventID	eventDate	habitat	samplingProtocol	continent	country	countryCode	stateProvince	locality	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:6	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:6	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-20	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Monticola solitarius	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Monticola solitarius	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Monticola	Blue Rock Thrush
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:7	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:7	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:5|activity:Passing |activity:Passing |activity:Passing |activity:Passing |activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-20	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Acridotheres tristis	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Acridotheres tristis	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres	Common Myna
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:8	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:8	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-21	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Aves	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Aves	Animalia	Chordata	Aves				Bird sp.
ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:9	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?:9	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Iyerpadi-Top:Syzygium_rubicundum:7?	2020-02-21	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Iyerpadi-Top | Anamalais and Valparai Plateau	ITOP	10.36716	76.99854	WGS84	10	Acridotheres tristis	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Acridotheres tristis	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres	Common Myna
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present		ncf:ncbs:arp:seed_predation:Old-Valparai	2020-02/2020-07	rainforest fragment	ad-hoc observation	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Cullenia exarillata	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Cullenia exarillata	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Cullenia	CE
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:1	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:1	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	2020-01-11	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Moschiola indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Moschiola indica	Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Mouse Deer
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:10	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:10	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Predator	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	2020-01-18	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Moschiola indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Moschiola indica	Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Mouse Deer
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:11	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:11	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	2020-01-18	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Geokichla citrina	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Geokichla citrina	Animalia	Chordata	Aves	Passeriformes	Turdidae	Geokichla	Orange Headed Thrush
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:12	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:12	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	2020-01-18	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Galloperdix spadicea	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Galloperdix spadicea	Animalia	Chordata	Aves	Galliformes	Phasianidae	Galloperdix	Red spur fowl
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:13	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:13	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	2020-01-20	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Chalcophaps indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Chalcophaps indica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Emerald Dove
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:14	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:14	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	2020-01-20	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Myophonus horsfieldii	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Myophonus horsfieldii	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Myophonus	Whistling Thrush
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:15	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:15	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	2020-01-21	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Chalcophaps indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Chalcophaps indica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Emerald Dove
ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:16	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N:16	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Predator |activity:Predator 3 definite + 2 more	ncf:ncbs:arp:seed_predation:Old-Valparai:Cullenia_exarillata:1N	2020-01-21	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Old-Valparai | Anamalais and Valparai Plateau	OV	10.346255	76.932177	WGS84	10	Moschiola indica	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Moschiola indica	Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Moschiola	Mouse Deer
